instant,dteday,season,year,month,hours,holiday,week,situation_of_weather,temp,atemp,humidity,speed_of_wind,casual,registered,count,category_days
15078,2012-09-25,Winter,2012,September,10,0,Tuesday,Clear,0.56,0.5303,0.52,0.2985,45,125,170,weekdays
15079,2012-09-25,Winter,2012,September,11,0,Tuesday,Clear,0.6,0.6212,0.46,0.2985,63,155,218,weekdays
15080,2012-09-25,Winter,2012,September,12,0,Tuesday,Clear,0.62,0.6212,0.43,0.2836,69,233,302,weekdays
15081,2012-09-25,Winter,2012,September,13,0,Tuesday,Clear,0.64,0.6212,0.47,0.2537,48,257,305,weekdays
15082,2012-09-25,Winter,2012,September,14,0,Tuesday,Clear,0.66,0.6212,0.39,0.3284,80,213,293,weekdays
15083,2012-09-25,Winter,2012,September,15,0,Tuesday,Clear,0.66,0.6212,0.36,0.3284,56,247,303,weekdays
15084,2012-09-25,Winter,2012,September,16,0,Tuesday,Clear,0.66,0.6212,0.39,0.2985,59,436,495,weekdays
15085,2012-09-25,Winter,2012,September,17,0,Tuesday,Clear,0.66,0.6212,0.39,0.2836,107,860,967,weekdays
15086,2012-09-25,Winter,2012,September,18,0,Tuesday,Clear,0.64,0.6212,0.41,0.2239,64,758,822,weekdays
15087,2012-09-25,Winter,2012,September,19,0,Tuesday,Clear,0.62,0.6212,0.5,0.2537,49,490,539,weekdays
15088,2012-09-25,Winter,2012,September,20,0,Tuesday,Clear,0.6,0.6212,0.56,0.2985,37,388,425,weekdays
15089,2012-09-25,Winter,2012,September,21,0,Tuesday,Clear,0.6,0.6212,0.56,0.2985,34,263,297,weekdays
15090,2012-09-25,Winter,2012,September,22,0,Tuesday,Clear,0.6,0.6212,0.56,0.2836,14,174,188,weekdays
15091,2012-09-25,Winter,2012,September,23,0,Tuesday,Clear,0.6,0.6212,0.56,0.3284,9,89,98,weekdays
15092,2012-09-26,Winter,2012,September,0,0,Wednesday,Clear,0.58,0.5455,0.64,0.2985,6,34,40,weekdays
15093,2012-09-26,Winter,2012,September,1,0,Wednesday,Clear,0.58,0.5455,0.64,0.3284,10,19,29,weekdays
15094,2012-09-26,Winter,2012,September,2,0,Wednesday,Mist_Cloudy,0.58,0.5455,0.64,0.2836,2,15,17,weekdays
15095,2012-09-26,Winter,2012,September,3,0,Wednesday,Mist_Cloudy,0.58,0.5455,0.64,0.2836,4,6,10,weekdays
15096,2012-09-26,Winter,2012,September,4,0,Wednesday,Clear,0.56,0.5303,0.73,0.2537,2,12,14,weekdays
15097,2012-09-26,Winter,2012,September,5,0,Wednesday,Clear,0.56,0.5303,0.73,0.2239,1,35,36,weekdays
15098,2012-09-26,Winter,2012,September,6,0,Wednesday,Clear,0.54,0.5152,0.73,0.194,3,179,182,weekdays
15099,2012-09-26,Winter,2012,September,7,0,Wednesday,Clear,0.54,0.5152,0.77,0.1343,9,523,532,weekdays
15100,2012-09-26,Winter,2012,September,8,0,Wednesday,Clear,0.56,0.5303,0.73,0.2985,30,808,838,weekdays
15101,2012-09-26,Winter,2012,September,9,0,Wednesday,Clear,0.6,0.6061,0.64,0.194,27,307,334,weekdays
15102,2012-09-26,Winter,2012,September,10,0,Wednesday,Clear,0.6,0.5909,0.73,0.2836,29,156,185,weekdays
15103,2012-09-26,Winter,2012,September,11,0,Wednesday,Clear,0.64,0.6212,0.61,0.2537,46,181,227,weekdays
15104,2012-09-26,Winter,2012,September,12,0,Wednesday,Clear,0.68,0.6364,0.61,0.2239,56,260,316,weekdays
15105,2012-09-26,Winter,2012,September,13,0,Wednesday,Clear,0.7,0.6515,0.58,0.2239,67,273,340,weekdays
15106,2012-09-26,Winter,2012,September,14,0,Wednesday,Clear,0.74,0.6667,0.48,0.2836,60,217,277,weekdays
15107,2012-09-26,Winter,2012,September,15,0,Wednesday,Clear,0.74,0.6667,0.48,0.2985,69,231,300,weekdays
15108,2012-09-26,Winter,2012,September,16,0,Wednesday,Clear,0.74,0.6667,0.45,0.2836,71,397,468,weekdays
15109,2012-09-26,Winter,2012,September,17,0,Wednesday,Clear,0.74,0.6667,0.48,0.2985,77,876,953,weekdays
15110,2012-09-26,Winter,2012,September,18,0,Wednesday,Clear,0.74,0.6667,0.48,0.2239,69,815,884,weekdays
15111,2012-09-26,Winter,2012,September,19,0,Wednesday,Clear,0.7,0.6515,0.54,0.1642,38,589,627,weekdays
15112,2012-09-26,Winter,2012,September,20,0,Wednesday,Clear,0.66,0.6212,0.69,0.194,45,389,434,weekdays
15113,2012-09-26,Winter,2012,September,21,0,Wednesday,Clear,0.66,0.6212,0.65,0.194,32,328,360,weekdays
15114,2012-09-26,Winter,2012,September,22,0,Wednesday,Light_Rain,0.62,0.6061,0.69,0.194,21,194,215,weekdays
15115,2012-09-26,Winter,2012,September,23,0,Wednesday,Mist_Cloudy,0.6,0.5758,0.78,0.2537,13,102,115,weekdays
15116,2012-09-27,Winter,2012,September,0,0,Thursday,Clear,0.6,0.5758,0.78,0.0896,5,60,65,weekdays
15117,2012-09-27,Winter,2012,September,1,0,Thursday,Clear,0.6,0.5758,0.78,0.0896,5,16,21,weekdays
15118,2012-09-27,Winter,2012,September,2,0,Thursday,Clear,0.6,0.5758,0.78,0.0896,3,13,16,weekdays
15119,2012-09-27,Winter,2012,September,3,0,Thursday,Clear,0.6,0.5758,0.78,0.0,0,7,7,weekdays
15120,2012-09-27,Winter,2012,September,4,0,Thursday,Clear,0.56,0.5303,0.94,0.1343,2,6,8,weekdays
15121,2012-09-27,Winter,2012,September,5,0,Thursday,Clear,0.58,0.5455,0.83,0.0,2,64,66,weekdays
15122,2012-09-27,Winter,2012,September,6,0,Thursday,Clear,0.56,0.5303,0.88,0.0896,5,164,169,weekdays
15123,2012-09-27,Winter,2012,September,7,0,Thursday,Clear,0.6,0.5758,0.78,0.0,12,546,558,weekdays
15124,2012-09-27,Winter,2012,September,8,0,Thursday,Clear,0.62,0.6061,0.71,0.0896,20,774,794,weekdays
15125,2012-09-27,Winter,2012,September,9,0,Thursday,Clear,0.66,0.6212,0.65,0.0,30,305,335,weekdays
15126,2012-09-27,Winter,2012,September,10,0,Thursday,Mist_Cloudy,0.7,0.6515,0.51,0.2836,40,168,208,weekdays
15127,2012-09-27,Winter,2012,September,11,0,Thursday,Mist_Cloudy,0.72,0.6667,0.51,0.1642,67,227,294,weekdays
15128,2012-09-27,Winter,2012,September,12,0,Thursday,Mist_Cloudy,0.74,0.6667,0.48,0.1343,63,272,335,weekdays
15129,2012-09-27,Winter,2012,September,13,0,Thursday,Mist_Cloudy,0.74,0.6667,0.48,0.0,61,265,326,weekdays
15130,2012-09-27,Winter,2012,September,14,0,Thursday,Mist_Cloudy,0.76,0.6818,0.45,0.0896,44,214,258,weekdays
15131,2012-09-27,Winter,2012,September,15,0,Thursday,Mist_Cloudy,0.76,0.6818,0.45,0.0,41,255,296,weekdays
15132,2012-09-27,Winter,2012,September,16,0,Thursday,Mist_Cloudy,0.72,0.6667,0.58,0.3284,73,399,472,weekdays
15133,2012-09-27,Winter,2012,September,17,0,Thursday,Mist_Cloudy,0.66,0.6212,0.69,0.2985,87,818,905,weekdays
15134,2012-09-27,Winter,2012,September,18,0,Thursday,Mist_Cloudy,0.66,0.6212,0.69,0.2239,77,822,899,weekdays
15135,2012-09-27,Winter,2012,September,19,0,Thursday,Clear,0.66,0.6212,0.65,0.1343,48,511,559,weekdays
15136,2012-09-27,Winter,2012,September,20,0,Thursday,Mist_Cloudy,0.64,0.6061,0.69,0.2239,45,412,457,weekdays
15137,2012-09-27,Winter,2012,September,21,0,Thursday,Light_Rain,0.62,0.5758,0.83,0.2985,18,235,253,weekdays
15138,2012-09-27,Winter,2012,September,22,0,Thursday,Light_Rain,0.62,0.5758,0.83,0.2985,2,45,47,weekdays
15139,2012-09-27,Winter,2012,September,23,0,Thursday,Light_Rain,0.62,0.5758,0.83,0.1642,1,44,45,weekdays
15140,2012-09-28,Winter,2012,September,0,0,Friday,Light_Rain,0.6,0.5455,0.88,0.1642,2,15,17,weekdays
15141,2012-09-28,Winter,2012,September,1,0,Friday,Light_Rain,0.6,0.5455,0.88,0.0,0,13,13,weekdays
15142,2012-09-28,Winter,2012,September,2,0,Friday,Light_Rain,0.6,0.5455,0.88,0.2985,1,9,10,weekdays
15143,2012-09-28,Winter,2012,September,3,0,Friday,Mist_Cloudy,0.6,0.5606,0.83,0.1343,0,7,7,weekdays
15144,2012-09-28,Winter,2012,September,4,0,Friday,Light_Rain,0.56,0.5303,0.88,0.1045,2,10,12,weekdays
15145,2012-09-28,Winter,2012,September,5,0,Friday,Clear,0.56,0.5303,0.88,0.0,1,37,38,weekdays
15146,2012-09-28,Winter,2012,September,6,0,Friday,Mist_Cloudy,0.56,0.5303,0.94,0.0896,2,136,138,weekdays
15147,2012-09-28,Winter,2012,September,7,0,Friday,Mist_Cloudy,0.56,0.5303,0.94,0.0,10,384,394,weekdays
15148,2012-09-28,Winter,2012,September,8,0,Friday,Clear,0.6,0.5606,0.83,0.0896,31,674,705,weekdays
15149,2012-09-28,Winter,2012,September,9,0,Friday,Mist_Cloudy,0.62,0.5758,0.83,0.1045,27,399,426,weekdays
15150,2012-09-28,Winter,2012,September,10,0,Friday,Mist_Cloudy,0.64,0.5909,0.78,0.1343,51,194,245,weekdays
15151,2012-09-28,Winter,2012,September,11,0,Friday,Mist_Cloudy,0.66,0.6212,0.69,0.0,109,252,361,weekdays
15152,2012-09-28,Winter,2012,September,12,0,Friday,Mist_Cloudy,0.7,0.6515,0.54,0.2537,94,286,380,weekdays
15153,2012-09-28,Winter,2012,September,13,0,Friday,Mist_Cloudy,0.7,0.6515,0.51,0.2537,106,304,410,weekdays
15154,2012-09-28,Winter,2012,September,14,0,Friday,Mist_Cloudy,0.7,0.6515,0.54,0.2537,105,294,399,weekdays
15155,2012-09-28,Winter,2012,September,15,0,Friday,Mist_Cloudy,0.68,0.6364,0.54,0.2836,104,288,392,weekdays
15156,2012-09-28,Winter,2012,September,16,0,Friday,Mist_Cloudy,0.66,0.6212,0.5,0.2239,83,419,502,weekdays
15157,2012-09-28,Winter,2012,September,17,0,Friday,Mist_Cloudy,0.66,0.6212,0.54,0.2985,101,707,808,weekdays
15158,2012-09-28,Winter,2012,September,18,0,Friday,Mist_Cloudy,0.64,0.6212,0.5,0.2239,58,609,667,weekdays
15159,2012-09-28,Winter,2012,September,19,0,Friday,Light_Rain,0.62,0.6212,0.5,0.2537,38,470,508,weekdays
15160,2012-09-28,Winter,2012,September,20,0,Friday,Light_Rain,0.6,0.6212,0.53,0.1642,32,304,336,weekdays
15161,2012-09-28,Winter,2012,September,21,0,Friday,Light_Rain,0.6,0.6212,0.53,0.194,32,205,237,weekdays
15162,2012-09-28,Winter,2012,September,22,0,Friday,Mist_Cloudy,0.58,0.5455,0.53,0.2239,30,190,220,weekdays
15163,2012-09-28,Winter,2012,September,23,0,Friday,Mist_Cloudy,0.56,0.5303,0.56,0.194,26,164,190,weekdays
15164,2012-09-29,Winter,2012,September,0,0,Saturday,Clear,0.54,0.5152,0.6,0.2239,15,134,149,weekend
15165,2012-09-29,Winter,2012,September,1,0,Saturday,Clear,0.54,0.5152,0.6,0.2239,12,89,101,weekend
15166,2012-09-29,Winter,2012,September,2,0,Saturday,Mist_Cloudy,0.54,0.5152,0.56,0.2239,12,80,92,weekend
15167,2012-09-29,Winter,2012,September,3,0,Saturday,Mist_Cloudy,0.52,0.5,0.59,0.194,4,25,29,weekend
15168,2012-09-29,Winter,2012,September,4,0,Saturday,Clear,0.52,0.5,0.59,0.2537,6,8,14,weekend
15169,2012-09-29,Winter,2012,September,5,0,Saturday,Clear,0.5,0.4848,0.63,0.194,2,13,15,weekend
15170,2012-09-29,Winter,2012,September,6,0,Saturday,Clear,0.5,0.4848,0.63,0.2537,4,33,37,weekend
15171,2012-09-29,Winter,2012,September,7,0,Saturday,Clear,0.48,0.4697,0.67,0.2836,12,61,73,weekend
15172,2012-09-29,Winter,2012,September,8,0,Saturday,Clear,0.5,0.4848,0.68,0.2836,37,174,211,weekend
15173,2012-09-29,Winter,2012,September,9,0,Saturday,Clear,0.5,0.4848,0.63,0.194,69,263,332,weekend
15174,2012-09-29,Winter,2012,September,10,0,Saturday,Clear,0.54,0.5152,0.56,0.2537,134,338,472,weekend
15175,2012-09-29,Winter,2012,September,11,0,Saturday,Clear,0.56,0.5303,0.52,0.2836,217,446,663,weekend
15176,2012-09-29,Winter,2012,September,12,0,Saturday,Clear,0.62,0.6212,0.41,0.2985,191,491,682,weekend
15177,2012-09-29,Winter,2012,September,13,0,Saturday,Clear,0.62,0.6212,0.41,0.2985,233,453,686,weekend
15178,2012-09-29,Winter,2012,September,14,0,Saturday,Clear,0.6,0.6212,0.4,0.2537,302,448,750,weekend
15179,2012-09-29,Winter,2012,September,15,0,Saturday,Clear,0.6,0.6212,0.43,0.2537,271,456,727,weekend
15180,2012-09-29,Winter,2012,September,16,0,Saturday,Clear,0.62,0.6212,0.41,0.2537,275,447,722,weekend
15181,2012-09-29,Winter,2012,September,17,0,Saturday,Clear,0.6,0.6212,0.38,0.3582,256,456,712,weekend
15182,2012-09-29,Winter,2012,September,18,0,Saturday,Clear,0.56,0.5303,0.46,0.194,174,420,594,weekend
15183,2012-09-29,Winter,2012,September,19,0,Saturday,Clear,0.52,0.5,0.55,0.1642,119,351,470,weekend
15184,2012-09-29,Winter,2012,September,20,0,Saturday,Clear,0.52,0.5,0.55,0.194,88,227,315,weekend
15185,2012-09-29,Winter,2012,September,21,0,Saturday,Clear,0.52,0.5,0.55,0.1343,73,219,292,weekend
15186,2012-09-29,Winter,2012,September,22,0,Saturday,Clear,0.5,0.4848,0.63,0.1045,48,173,221,weekend
15187,2012-09-29,Winter,2012,September,23,0,Saturday,Clear,0.5,0.4848,0.59,0.0896,35,161,196,weekend
15188,2012-09-30,Winter,2012,September,0,0,Sunday,Clear,0.5,0.4848,0.59,0.0,35,112,147,weekend
15189,2012-09-30,Winter,2012,September,1,0,Sunday,Clear,0.5,0.4848,0.59,0.0,31,85,116,weekend
15190,2012-09-30,Winter,2012,September,2,0,Sunday,Clear,0.48,0.4697,0.63,0.0,21,71,92,weekend
15191,2012-09-30,Winter,2012,September,3,0,Sunday,Clear,0.46,0.4545,0.67,0.0896,17,41,58,weekend
15192,2012-09-30,Winter,2012,September,4,0,Sunday,Clear,0.46,0.4545,0.67,0.0896,1,6,7,weekend
15193,2012-09-30,Winter,2012,September,5,0,Sunday,Clear,0.44,0.4394,0.72,0.0,1,9,10,weekend
15194,2012-09-30,Winter,2012,September,6,0,Sunday,Clear,0.44,0.4394,0.72,0.0896,2,20,22,weekend
15195,2012-09-30,Winter,2012,September,7,0,Sunday,Clear,0.44,0.4394,0.77,0.0,14,43,57,weekend
15196,2012-09-30,Winter,2012,September,8,0,Sunday,Clear,0.48,0.4697,0.67,0.1045,18,126,144,weekend
15197,2012-09-30,Winter,2012,September,9,0,Sunday,Clear,0.52,0.5,0.63,0.1045,74,211,285,weekend
15198,2012-09-30,Winter,2012,September,10,0,Sunday,Clear,0.58,0.5455,0.46,0.1642,160,319,479,weekend
15199,2012-09-30,Winter,2012,September,11,0,Sunday,Clear,0.6,0.6212,0.43,0.2239,222,369,591,weekend
15200,2012-09-30,Winter,2012,September,12,0,Sunday,Clear,0.62,0.6212,0.41,0.2985,206,474,680,weekend
15201,2012-09-30,Winter,2012,September,13,0,Sunday,Clear,0.62,0.6212,0.41,0.2537,180,414,594,weekend
15202,2012-09-30,Winter,2012,September,14,0,Sunday,Clear,0.62,0.6212,0.41,0.2537,208,404,612,weekend
15203,2012-09-30,Winter,2012,September,15,0,Sunday,Clear,0.64,0.6212,0.36,0.2537,230,419,649,weekend
15204,2012-09-30,Winter,2012,September,16,0,Sunday,Clear,0.64,0.6212,0.36,0.2239,202,446,648,weekend
15205,2012-09-30,Winter,2012,September,17,0,Sunday,Clear,0.62,0.6212,0.35,0.2836,195,380,575,weekend
15206,2012-09-30,Winter,2012,September,18,0,Sunday,Clear,0.52,0.5,0.59,0.4478,91,310,401,weekend
15207,2012-09-30,Winter,2012,September,19,0,Sunday,Light_Rain,0.5,0.4848,0.72,0.1343,34,223,257,weekend
15208,2012-09-30,Winter,2012,September,20,0,Sunday,Light_Rain,0.5,0.4848,0.72,0.1343,31,163,194,weekend
15209,2012-09-30,Winter,2012,September,21,0,Sunday,Clear,0.5,0.4848,0.68,0.0,19,104,123,weekend
15210,2012-09-30,Winter,2012,September,22,0,Sunday,Clear,0.48,0.4697,0.72,0.0,15,76,91,weekend
15211,2012-09-30,Winter,2012,September,23,0,Sunday,Clear,0.48,0.4697,0.72,0.0896,8,49,57,weekend
15212,2012-10-01,Winter,2012,October,0,0,Monday,Clear,0.46,0.4545,0.72,0.1045,6,39,45,weekdays
15213,2012-10-01,Winter,2012,October,1,0,Monday,Clear,0.44,0.4394,0.77,0.0896,5,13,18,weekdays
15214,2012-10-01,Winter,2012,October,2,0,Monday,Clear,0.46,0.4545,0.72,0.0,6,6,12,weekdays
15215,2012-10-01,Winter,2012,October,3,0,Monday,Clear,0.44,0.4394,0.77,0.0,1,6,7,weekdays
15216,2012-10-01,Winter,2012,October,4,0,Monday,Clear,0.42,0.4242,0.82,0.1045,0,10,10,weekdays
15217,2012-10-01,Winter,2012,October,5,0,Monday,Clear,0.44,0.4394,0.77,0.0,2,34,36,weekdays
15218,2012-10-01,Winter,2012,October,6,0,Monday,Clear,0.44,0.4394,0.77,0.1045,8,147,155,weekdays
15219,2012-10-01,Winter,2012,October,7,0,Monday,Clear,0.44,0.4394,0.77,0.1642,13,470,483,weekdays
15220,2012-10-01,Winter,2012,October,8,0,Monday,Mist_Cloudy,0.46,0.4545,0.77,0.1045,40,744,784,weekdays
15221,2012-10-01,Winter,2012,October,9,0,Monday,Mist_Cloudy,0.52,0.5,0.63,0.0,26,314,340,weekdays
15222,2012-10-01,Winter,2012,October,10,0,Monday,Clear,0.54,0.5152,0.56,0.0,44,135,179,weekdays
15223,2012-10-01,Winter,2012,October,11,0,Monday,Clear,0.58,0.5455,0.46,0.0,76,196,272,weekdays
15224,2012-10-01,Winter,2012,October,12,0,Monday,Mist_Cloudy,0.6,0.6212,0.43,0.1642,61,262,323,weekdays
15225,2012-10-01,Winter,2012,October,13,0,Monday,Mist_Cloudy,0.6,0.6212,0.43,0.1642,80,225,305,weekdays
15226,2012-10-01,Winter,2012,October,14,0,Monday,Mist_Cloudy,0.6,0.6212,0.43,0.1045,51,193,244,weekdays
15227,2012-10-01,Winter,2012,October,15,0,Monday,Mist_Cloudy,0.62,0.6212,0.43,0.1343,95,234,329,weekdays
15228,2012-10-01,Winter,2012,October,16,0,Monday,Mist_Cloudy,0.62,0.6212,0.46,0.2537,51,408,459,weekdays
15229,2012-10-01,Winter,2012,October,17,0,Monday,Light_Rain,0.56,0.5303,0.6,0.2537,65,791,856,weekdays
15230,2012-10-01,Winter,2012,October,18,0,Monday,Light_Rain,0.56,0.5303,0.64,0.1045,42,571,613,weekdays
15231,2012-10-01,Winter,2012,October,19,0,Monday,Mist_Cloudy,0.54,0.5152,0.68,0.1045,33,483,516,weekdays
15232,2012-10-01,Winter,2012,October,20,0,Monday,Light_Rain,0.54,0.5152,0.68,0.0,11,251,262,weekdays
15233,2012-10-01,Winter,2012,October,21,0,Monday,Mist_Cloudy,0.54,0.5152,0.73,0.1343,13,205,218,weekdays
15234,2012-10-01,Winter,2012,October,22,0,Monday,Light_Rain,0.54,0.5152,0.77,0.0896,17,190,207,weekdays
15235,2012-10-01,Winter,2012,October,23,0,Monday,Light_Rain,0.54,0.5152,0.77,0.0,17,88,105,weekdays
15236,2012-10-02,Winter,2012,October,0,0,Tuesday,Mist_Cloudy,0.56,0.5303,0.73,0.0,1,30,31,weekdays
15237,2012-10-02,Winter,2012,October,1,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.77,0.1045,0,11,11,weekdays
15238,2012-10-02,Winter,2012,October,2,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.77,0.1045,0,2,2,weekdays
15239,2012-10-02,Winter,2012,October,3,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.88,0.194,1,4,5,weekdays
15240,2012-10-02,Winter,2012,October,4,0,Tuesday,Mist_Cloudy,0.56,0.5303,0.83,0.0896,2,8,10,weekdays
15241,2012-10-02,Winter,2012,October,5,0,Tuesday,Mist_Cloudy,0.56,0.5303,0.83,0.1343,1,42,43,weekdays
15242,2012-10-02,Winter,2012,October,6,0,Tuesday,Light_Rain,0.58,0.5455,0.83,0.1045,3,176,179,weekdays
15243,2012-10-02,Winter,2012,October,7,0,Tuesday,Light_Rain,0.58,0.5455,0.83,0.1045,4,256,260,weekdays
15244,2012-10-02,Winter,2012,October,8,0,Tuesday,Light_Rain,0.6,0.5455,0.88,0.0,6,128,134,weekdays
15245,2012-10-02,Winter,2012,October,9,0,Tuesday,Light_Rain,0.58,0.5455,0.88,0.1343,3,83,86,weekdays
15246,2012-10-02,Winter,2012,October,10,0,Tuesday,Light_Rain,0.58,0.5455,0.88,0.1343,3,42,45,weekdays
15247,2012-10-02,Winter,2012,October,11,0,Tuesday,Light_Rain,0.58,0.5455,0.94,0.1343,7,92,99,weekdays
15248,2012-10-02,Winter,2012,October,12,0,Tuesday,Mist_Cloudy,0.6,0.5455,0.88,0.194,6,98,104,weekdays
15249,2012-10-02,Winter,2012,October,13,0,Tuesday,Mist_Cloudy,0.6,0.5455,0.88,0.1343,6,148,154,weekdays
15250,2012-10-02,Winter,2012,October,14,0,Tuesday,Light_Rain,0.6,0.5455,0.88,0.1343,16,147,163,weekdays
15251,2012-10-02,Winter,2012,October,15,0,Tuesday,Light_Rain,0.62,0.5758,0.83,0.1343,14,195,209,weekdays
15252,2012-10-02,Winter,2012,October,16,0,Tuesday,Light_Rain,0.62,0.5606,0.88,0.1343,46,328,374,weekdays
15253,2012-10-02,Winter,2012,October,17,0,Tuesday,Light_Rain,0.62,0.5606,0.88,0.1045,38,677,715,weekdays
15254,2012-10-02,Winter,2012,October,18,0,Tuesday,Light_Rain,0.62,0.5455,0.94,0.0896,48,639,687,weekdays
15255,2012-10-02,Winter,2012,October,19,0,Tuesday,Light_Rain,0.62,0.5455,0.94,0.0,27,368,395,weekdays
15256,2012-10-02,Winter,2012,October,20,0,Tuesday,Light_Rain,0.62,0.5455,0.94,0.1343,20,286,306,weekdays
15257,2012-10-02,Winter,2012,October,21,0,Tuesday,Light_Rain,0.62,0.5455,0.94,0.1045,24,265,289,weekdays
15258,2012-10-02,Winter,2012,October,22,0,Tuesday,Mist_Cloudy,0.62,0.5455,0.94,0.1045,28,212,240,weekdays
15259,2012-10-02,Winter,2012,October,23,0,Tuesday,Mist_Cloudy,0.62,0.5455,0.94,0.0,11,87,98,weekdays
15260,2012-10-03,Winter,2012,October,0,0,Wednesday,Light_Rain,0.62,0.5455,0.94,0.0,5,47,52,weekdays
15261,2012-10-03,Winter,2012,October,1,0,Wednesday,Mist_Cloudy,0.62,0.5455,0.94,0.0,3,16,19,weekdays
15262,2012-10-03,Winter,2012,October,2,0,Wednesday,Mist_Cloudy,0.62,0.5455,0.94,0.0,2,7,9,weekdays
15263,2012-10-03,Winter,2012,October,3,0,Wednesday,Mist_Cloudy,0.6,0.5152,0.94,0.0,0,7,7,weekdays
15264,2012-10-03,Winter,2012,October,4,0,Wednesday,Mist_Cloudy,0.6,0.5,1.0,0.0,2,9,11,weekdays
15265,2012-10-03,Winter,2012,October,5,0,Wednesday,Mist_Cloudy,0.62,0.5455,0.94,0.1045,2,32,34,weekdays
15266,2012-10-03,Winter,2012,October,6,0,Wednesday,Mist_Cloudy,0.6,0.5152,0.94,0.1343,4,173,177,weekdays
15267,2012-10-03,Winter,2012,October,7,0,Wednesday,Mist_Cloudy,0.6,0.5152,0.94,0.194,11,504,515,weekdays
15268,2012-10-03,Winter,2012,October,8,0,Wednesday,Mist_Cloudy,0.62,0.5606,0.88,0.1045,28,781,809,weekdays
15269,2012-10-03,Winter,2012,October,9,0,Wednesday,Mist_Cloudy,0.62,0.5758,0.83,0.194,30,332,362,weekdays
15270,2012-10-03,Winter,2012,October,10,0,Wednesday,Clear,0.66,0.6061,0.78,0.1642,29,146,175,weekdays
15271,2012-10-03,Winter,2012,October,11,0,Wednesday,Clear,0.66,0.6061,0.78,0.1642,52,178,230,weekdays
15272,2012-10-03,Winter,2012,October,12,0,Wednesday,Mist_Cloudy,0.7,0.6515,0.7,0.1045,69,289,358,weekdays
15273,2012-10-03,Winter,2012,October,13,0,Wednesday,Mist_Cloudy,0.7,0.6667,0.74,0.1045,55,224,279,weekdays
15274,2012-10-03,Winter,2012,October,14,0,Wednesday,Mist_Cloudy,0.72,0.6818,0.7,0.1642,56,195,251,weekdays
15275,2012-10-03,Winter,2012,October,15,0,Wednesday,Mist_Cloudy,0.72,0.6818,0.62,0.1642,59,260,319,weekdays
15276,2012-10-03,Winter,2012,October,16,0,Wednesday,Mist_Cloudy,0.72,0.6667,0.58,0.0,42,436,478,weekdays
15277,2012-10-03,Winter,2012,October,17,0,Wednesday,Clear,0.7,0.6515,0.65,0.0,84,833,917,weekdays
15278,2012-10-03,Winter,2012,October,18,0,Wednesday,Clear,0.7,0.6515,0.65,0.0,54,756,810,weekdays
15279,2012-10-03,Winter,2012,October,19,0,Wednesday,Clear,0.7,0.6515,0.65,0.0,49,544,593,weekdays
15280,2012-10-03,Winter,2012,October,20,0,Wednesday,Clear,0.7,0.6515,0.65,0.0,48,449,497,weekdays
15281,2012-10-03,Winter,2012,October,21,0,Wednesday,Mist_Cloudy,0.66,0.6212,0.74,0.0,14,195,209,weekdays
15282,2012-10-03,Winter,2012,October,22,0,Wednesday,Clear,0.66,0.6212,0.74,0.0,9,232,241,weekdays
15283,2012-10-03,Winter,2012,October,23,0,Wednesday,Mist_Cloudy,0.66,0.6061,0.78,0.0,21,199,220,weekdays
15284,2012-10-04,Winter,2012,October,0,0,Thursday,Light_Rain,0.64,0.5758,0.89,0.0,11,65,76,weekdays
15285,2012-10-04,Winter,2012,October,1,0,Thursday,Mist_Cloudy,0.62,0.5455,0.94,0.0,2,23,25,weekdays
15286,2012-10-04,Winter,2012,October,2,0,Thursday,Clear,0.64,0.5758,0.89,0.0,3,10,13,weekdays
15287,2012-10-04,Winter,2012,October,3,0,Thursday,Mist_Cloudy,0.62,0.5606,0.88,0.0,5,6,11,weekdays
15288,2012-10-04,Winter,2012,October,4,0,Thursday,Mist_Cloudy,0.64,0.5758,0.89,0.0,0,10,10,weekdays
15289,2012-10-04,Winter,2012,October,5,0,Thursday,Light_Rain,0.64,0.5758,0.89,0.1045,2,37,39,weekdays
15290,2012-10-04,Winter,2012,October,6,0,Thursday,Light_Rain,0.62,0.5455,0.94,0.0896,1,132,133,weekdays
15291,2012-10-04,Winter,2012,October,7,0,Thursday,Mist_Cloudy,0.64,0.5758,0.89,0.0896,12,379,391,weekdays
15292,2012-10-04,Winter,2012,October,8,0,Thursday,Clear,0.64,0.5758,0.89,0.0,27,711,738,weekdays
15293,2012-10-04,Winter,2012,October,9,0,Thursday,Mist_Cloudy,0.64,0.5758,0.89,0.194,40,319,359,weekdays
15294,2012-10-04,Winter,2012,October,10,0,Thursday,Mist_Cloudy,0.66,0.6061,0.83,0.1343,27,150,177,weekdays
15295,2012-10-04,Winter,2012,October,11,0,Thursday,Mist_Cloudy,0.7,0.6515,0.7,0.1045,38,176,214,weekdays
15296,2012-10-04,Winter,2012,October,12,0,Thursday,Mist_Cloudy,0.72,0.6667,0.54,0.194,57,231,288,weekdays
15297,2012-10-04,Winter,2012,October,13,0,Thursday,Mist_Cloudy,0.72,0.6667,0.58,0.3284,63,231,294,weekdays
